id,date,time,what_i_did,user_id
856,2025-05-27,8:00-8:30,Go downstairs and eat breakfast,sampleuser
857,2025-05-27,8:31-9:00,Play,sampleuser
858,2025-05-27,9:01-9:20,do UCMAS,sampleuser
859,2025-05-27,9:21-10:30,Do anything like Watching drawing and More,sampleuser
860,2025-05-27,10:31-11:00,Do anything,sampleuser
861,2025-05-27,11:01-12:00,Maybe told to do homework or play outside.,sampleuser
862,2025-05-27,12:01-1:00,Eat,sampleuser
863,2025-05-27,1:01-2:00,eat if didn't eat from 12:01-1:00,sampleuser
864,2025-05-27,2:01-3:30,anything,sampleuser
865,2025-05-27,3:30-6:00,Home work,sampleuser
866,2025-05-27,6:01-7:30,Watch,sampleuser
867,2025-05-27,7:31-8:30,Dinner,sampleuser
868,2025-05-27,8:31-9:20,Try to sleep,sampleuser
869,2025-05-28,7:30-7:59,Woke up brushed made bed,sampleuser
870,2025-05-28,8:00-8:30,Go downstairs and eat breakfast,sampleuser
871,2025-05-28,8:31-9:00,Play,sampleuser
872,2025-05-28,9:01-9:20,do UCMAS,sampleuser
873,2025-05-28,9:21-10:30,Do anything like Watching drawing and More,sampleuser
874,2025-05-28,10:31-11:00,Do anything,sampleuser
875,2025-05-28,11:01-12:00,Maybe told to do homework or play outside.,sampleuser
876,2025-05-28,12:01-1:00,Eat,sampleuser
877,2025-05-28,1:01-2:00,eat if didn't eat from 12:01-1:00,sampleuser
878,2025-05-28,2:01-3:30,anything,sampleuser
879,2025-05-28,3:30-6:00,Home work,sampleuser
880,2025-05-28,6:01-7:30,Watch,sampleuser
881,2025-05-28,7:31-8:30,Dinner,sampleuser
882,2025-05-28,8:31-9:20,Try to sleep,sampleuser
883,2025-05-29,7:30-7:59,Woke up brushed made bed,sampleuser
884,2025-05-29,8:00-8:30,Go downstairs and eat breakfast,sampleuser
885,2025-05-29,8:31-9:00,Play,sampleuser
886,2025-05-29,9:01-9:20,do UCMAS,sampleuser
887,2025-05-29,9:21-10:30,Do anything like Watching drawing and More,sampleuser
888,2025-05-29,10:31-11:00,Do anything,sampleuser
889,2025-05-29,11:01-12:00,Maybe told to do homework or play outside.,sampleuser
890,2025-05-29,12:01-1:00,Eat,sampleuser
891,2025-05-29,1:01-2:00,eat if didn't eat from 12:01-1:00,sampleuser
892,2025-05-29,2:01-3:30,anything,sampleuser
893,2025-05-29,3:30-6:00,Home work,sampleuser
894,2025-05-29,6:01-7:30,Watch,sampleuser
895,2025-05-29,7:31-8:30,Dinner,sampleuser
896,2025-05-29,8:31-9:20,Try to sleep,sampleuser
897,2025-05-30,7:30-7:59,Woke up brushed made bed,sampleuser
898,2025-05-30,8:00-8:30,Go downstairs and eat breakfast,sampleuser
899,2025-05-30,8:31-9:00,Play,sampleuser
900,2025-05-30,9:01-9:20,do UCMAS,sampleuser
901,2025-05-30,9:21-10:30,Do anything like Watching drawing and More,sampleuser
902,2025-05-30,10:31-11:00,Do anything,sampleuser
903,2025-05-30,11:01-12:00,Maybe told to do homework or play outside.,sampleuser
904,2025-05-30,12:01-1:00,Eat,sampleuser
905,2025-05-30,1:01-2:00,eat if didn't eat from 12:01-1:00,sampleuser
906,2025-05-30,2:01-3:30,anything,sampleuser
907,2025-05-30,3:30-6:00,Home work,sampleuser
908,2025-05-30,6:01-7:30,Watch,sampleuser
909,2025-05-30,7:31-8:30,Dinner,sampleuser
910,2025-05-30,8:31-9:20,Try to sleep,sampleuser
911,2025-05-31,7:30-7:59,Woke up brushed made bed,sampleuser
912,2025-05-31,8:00-8:30,Go downstairs and eat breakfast,sampleuser
913,2025-05-31,8:31-9:00,Play,sampleuser
914,2025-05-31,9:01-9:20,do UCMAS,sampleuser
915,2025-05-31,9:21-10:30,Do anything like Watching drawing and More,sampleuser
916,2025-05-31,10:31-11:00,Do anything,sampleuser
917,2025-05-31,11:01-12:00,Maybe told to do homework or play outside.,sampleuser
918,2025-05-31,12:01-1:00,Eat,sampleuser
919,2025-05-31,1:01-2:00,eat if didn't eat from 12:01-1:00,sampleuser
920,2025-05-31,2:01-3:30,anything,sampleuser
921,2025-05-31,3:30-6:00,Home work,sampleuser
922,2025-05-31,6:01-7:30,Watch,sampleuser
923,2025-05-31,7:31-8:30,Dinner,sampleuser
924,2025-05-31,8:31-9:20,Try to sleep,sampleuser
925,2025-05-01,7:30-7:59,Woke up brushed made bed,samadhi
926,2025-05-01,8:00-8:30,Go downstairs and eat breakfast,samadhi
927,2025-05-01,8:31-9:00,Play,samadhi
928,2025-05-01,9:01-9:20,do UCMAS,samadhi
929,2025-05-01,9:21-10:30,Do anything like Watching drawing and More,samadhi
930,2025-05-01,10:31-11:00,Do anything,samadhi
931,2025-05-01,11:01-12:00,Maybe told to do homework or play outside.,samadhi
932,2025-05-01,12:01-1:00,Eat,samadhi
933,2025-05-01,1:01-2:00,eat if didn't eat from 12:01-1:00,samadhi
934,2025-05-01,2:01-3:30,anything,samadhi
935,2025-05-01,3:30-6:00,Home work,samadhi
936,2025-05-01,6:01-7:30,Watch,samadhi
937,2025-05-01,7:31-8:30,Dinner,samadhi
938,2025-05-01,8:31-9:20,Try to sleep,samadhi
939,2025-05-02,7:30-7:59,Woke up brushed made bed,samadhi
940,2025-05-02,8:00-8:30,Go downstairs and eat breakfast,samadhi
941,2025-05-02,8:31-9:00,Play,samadhi
942,2025-05-02,9:01-9:20,do UCMAS,samadhi
943,2025-05-02,9:21-10:30,Do anything like Watching drawing and More,samadhi
944,2025-05-02,10:31-11:00,Do anything,samadhi
945,2025-05-02,11:01-12:00,Maybe told to do homework or play outside.,samadhi
946,2025-05-02,12:01-1:00,Eat,samadhi
947,2025-05-02,1:01-2:00,eat if didn't eat from 12:01-1:00,samadhi
948,2025-05-02,2:01-3:30,anything,samadhi
949,2025-05-02,3:30-6:00,Home work,samadhi
950,2025-05-02,6:01-7:30,Watch,samadhi
951,2025-05-02,7:31-8:30,Dinner,samadhi
952,2025-05-02,8:31-9:20,Try to sleep,samadhi
953,2025-05-03,7:30-7:59,Woke up brushed made bed,samadhi
954,2025-05-03,8:00-8:30,Go downstairs and eat breakfast,samadhi
955,2025-05-03,8:31-9:00,Play,samadhi
956,2025-05-03,9:01-9:20,do UCMAS,samadhi
957,2025-05-03,9:21-10:30,Do anything like Watching drawing and More,samadhi
958,2025-05-03,10:31-11:00,Do anything,samadhi
959,2025-05-03,11:01-12:00,Maybe told to do homework or play outside.,samadhi
960,2025-05-03,12:01-1:00,Eat,samadhi
961,2025-05-03,1:01-2:00,eat if didn't eat from 12:01-1:00,samadhi
962,2025-05-03,2:01-3:30,anything,samadhi
963,2025-05-03,3:30-6:00,Home work,samadhi
964,2025-05-03,6:01-7:30,Watch,samadhi
965,2025-05-03,7:31-8:30,Dinner,samadhi
966,2025-05-03,8:31-9:20,Try to sleep,samadhi
967,2025-05-04,7:30-7:59,Woke up brushed made bed,samadhi
968,2025-05-04,8:00-8:30,Go downstairs and eat breakfast,samadhi
969,2025-05-04,8:31-9:00,Play,samadhi
970,2025-05-04,9:01-9:20,do UCMAS,samadhi
971,2025-05-04,9:21-10:30,Do anything like Watching drawing and More,samadhi
972,2025-05-04,10:31-11:00,Do anything,samadhi
973,2025-05-04,11:01-12:00,Maybe told to do homework or play outside.,samadhi
974,2025-05-04,12:01-1:00,Eat,samadhi
975,2025-05-04,1:01-2:00,eat if didn't eat from 12:01-1:00,samadhi
976,2025-05-04,2:01-3:30,anything,samadhi
977,2025-05-04,3:30-6:00,Home work,samadhi
978,2025-05-04,6:01-7:30,Watch,samadhi
979,2025-05-04,7:31-8:30,Dinner,samadhi
980,2025-05-04,8:31-9:20,Try to sleep,samadhi
981,2025-05-05,7:30-7:59,Woke up brushed made bed,samadhi
982,2025-05-05,8:00-8:30,Go downstairs and eat breakfast,samadhi
983,2025-05-05,8:31-9:00,Play,samadhi
984,2025-05-05,9:01-9:20,do UCMAS,samadhi
985,2025-05-05,9:21-10:30,Do anything like Watching drawing and More,samadhi
986,2025-05-05,10:31-11:00,Do anything,samadhi
987,2025-05-05,11:01-12:00,Maybe told to do homework or play outside.,samadhi
988,2025-05-05,12:01-1:00,Eat,samadhi
989,2025-05-05,1:01-2:00,eat if didn't eat from 12:01-1:00,samadhi
990,2025-05-05,2:01-3:30,anything,samadhi
991,2025-05-05,3:30-6:00,Home work,samadhi
992,2025-05-05,6:01-7:30,Watch,samadhi
993,2025-05-05,7:31-8:30,Dinner,samadhi
994,2025-05-05,8:31-9:20,Try to sleep,samadhi
995,2025-05-06,7:30-7:59,Woke up brushed made bed,samadhi
996,2025-05-06,8:00-8:30,Go downstairs and eat breakfast,samadhi
997,2025-05-06,8:31-9:00,Play,samadhi
998,2025-05-06,9:01-9:20,do UCMAS,samadhi
999,2025-05-06,9:21-10:30,Do anything like Watching drawing and More,samadhi
1000,2025-05-06,10:31-11:00,Do anything,samadhi
1001,2025-05-06,11:01-12:00,Maybe told to do homework or play outside.,samadhi
1002,2025-05-06,12:01-1:00,Eat,samadhi
1003,2025-05-06,1:01-2:00,eat if didn't eat from 12:01-1:00,samadhi
1004,2025-05-06,2:01-3:30,anything,samadhi
1005,2025-05-06,3:30-6:00,Home work,samadhi
1006,2025-05-06,6:01-7:30,Watch,samadhi
1007,2025-05-06,7:31-8:30,Dinner,samadhi
1008,2025-05-06,8:31-9:20,Try to sleep,samadhi
1009,2025-05-07,7:30-7:59,Woke up brushed made bed,samadhi
1010,2025-05-07,8:00-8:30,Go downstairs and eat breakfast,samadhi
1011,2025-05-07,8:31-9:00,Play,samadhi
1012,2025-05-07,9:01-9:20,do UCMAS,samadhi
1013,2025-05-07,9:21-10:30,Do anything like Watching drawing and More,samadhi
1014,2025-05-07,10:31-11:00,Do anything,samadhi
1015,2025-05-07,11:01-12:00,Maybe told to do homework or play outside.,samadhi
1016,2025-05-07,12:01-1:00,Eat,samadhi
1017,2025-05-07,1:01-2:00,eat if didn't eat from 12:01-1:00,samadhi
1018,2025-05-07,2:01-3:30,anything,samadhi
1019,2025-05-07,3:30-6:00,Home work,samadhi
1020,2025-05-07,6:01-7:30,Watch,samadhi
1021,2025-05-07,7:31-8:30,Dinner,samadhi
1022,2025-05-07,8:31-9:20,Try to sleep,samadhi
1023,2025-05-08,7:30-7:59,Woke up brushed made bed,samadhi
1024,2025-05-08,8:00-8:30,Go downstairs and eat breakfast,samadhi
1025,2025-05-08,8:31-9:00,Play,samadhi
1026,2025-05-08,9:01-9:20,do UCMAS,samadhi
1027,2025-05-08,9:21-10:30,Do anything like Watching drawing and More,samadhi
1028,2025-05-08,10:31-11:00,Do anything,samadhi
1029,2025-05-08,11:01-12:00,Maybe told to do homework or play outside.,samadhi
1030,2025-05-08,12:01-1:00,Eat,samadhi
1031,2025-05-08,1:01-2:00,eat if didn't eat from 12:01-1:00,samadhi
1032,2025-05-08,2:01-3:30,anything,samadhi
1033,2025-05-08,3:30-6:00,Home work,samadhi
1034,2025-05-08,6:01-7:30,Watch,samadhi
1035,2025-05-08,7:31-8:30,Dinner,samadhi
1036,2025-05-08,8:31-9:20,Try to sleep,samadhi
1037,2025-05-09,7:30-7:59,Woke up brushed made bed,samadhi
1038,2025-05-09,8:00-8:30,Go downstairs and eat breakfast,samadhi
1039,2025-05-09,8:31-9:00,Play,samadhi
1040,2025-05-09,9:01-9:20,do UCMAS,samadhi
1041,2025-05-09,9:21-10:30,Do anything like Watching drawing and More,samadhi
1042,2025-05-09,10:31-11:00,Do anything,samadhi
1043,2025-05-09,11:01-12:00,Maybe told to do homework or play outside.,samadhi
1044,2025-05-09,12:01-1:00,Eat,samadhi
1045,2025-05-09,1:01-2:00,eat if didn't eat from 12:01-1:00,samadhi
1046,2025-05-09,2:01-3:30,anything,samadhi
1047,2025-05-09,3:30-6:00,Home work,samadhi
1048,2025-05-09,6:01-7:30,Watch,samadhi
1049,2025-05-09,7:31-8:30,Dinner,samadhi
1050,2025-05-09,8:31-9:20,Try to sleep,samadhi
1051,2025-05-10,7:30-7:59,Woke up brushed made bed,samadhi
1052,2025-05-10,8:00-8:30,Go downstairs and eat breakfast,samadhi
1053,2025-05-10,8:31-9:00,Play,samadhi
1054,2025-05-10,9:01-9:20,do UCMAS,samadhi
1055,2025-05-10,9:21-10:30,Do anything like Watching drawing and More,samadhi
1056,2025-05-10,10:31-11:00,Do anything,samadhi
1057,2025-05-10,11:01-12:00,Maybe told to do homework or play outside.,samadhi
1058,2025-05-10,12:01-1:00,Eat,samadhi
1059,2025-05-10,1:01-2:00,eat if didn't eat from 12:01-1:00,samadhi
1060,2025-05-10,2:01-3:30,anything,samadhi
1061,2025-05-10,3:30-6:00,Home work,samadhi
1062,2025-05-10,6:01-7:30,Watch,samadhi
1063,2025-05-10,7:31-8:30,Dinner,samadhi
1064,2025-05-10,8:31-9:20,Try to sleep,samadhi
1065,2025-05-11,7:30-7:59,Woke up brushed made bed,samadhi
1066,2025-05-11,8:00-8:30,Go downstairs and eat breakfast,samadhi
1067,2025-05-11,8:31-9:00,Play,samadhi
1068,2025-05-11,9:01-9:20,do UCMAS,samadhi
1069,2025-05-11,9:21-10:30,Do anything like Watching drawing and More,samadhi
1070,2025-05-11,10:31-11:00,Do anything,samadhi
1071,2025-05-11,11:01-12:00,Maybe told to do homework or play outside.,samadhi
1072,2025-05-11,12:01-1:00,Eat,samadhi
1073,2025-05-11,1:01-2:00,eat if didn't eat from 12:01-1:00,samadhi
1074,2025-05-11,2:01-3:30,anything,samadhi
1075,2025-05-11,3:30-6:00,Home work,samadhi
1076,2025-05-11,6:01-7:30,Watch,samadhi
1077,2025-05-11,7:31-8:30,Dinner,samadhi
1078,2025-05-11,8:31-9:20,Try to sleep,samadhi
1079,2025-05-12,7:30-7:59,Woke up brushed made bed,samadhi
1080,2025-05-12,8:00-8:30,Go downstairs and eat breakfast,samadhi
1081,2025-05-12,8:31-9:00,Play,samadhi
1082,2025-05-12,9:01-9:20,do UCMAS,samadhi
1083,2025-05-12,9:21-10:30,Do anything like Watching drawing and More,samadhi
1084,2025-05-12,10:31-11:00,Do anything,samadhi
1085,2025-05-12,11:01-12:00,Maybe told to do homework or play outside.,samadhi
1086,2025-05-12,12:01-1:00,Eat,samadhi
1087,2025-05-12,1:01-2:00,eat if didn't eat from 12:01-1:00,samadhi
1088,2025-05-12,2:01-3:30,anything,samadhi
1089,2025-05-12,3:30-6:00,Home work,samadhi
1090,2025-05-12,6:01-7:30,Watch,samadhi
1091,2025-05-12,7:31-8:30,Dinner,samadhi
1092,2025-05-12,8:31-9:20,Try to sleep,samadhi
1093,2025-05-13,7:30-7:59,Woke up brushed made bed,samadhi
1094,2025-05-13,8:00-8:30,Go downstairs and eat breakfast,samadhi
1095,2025-05-13,8:31-9:00,Play,samadhi
1096,2025-05-13,9:01-9:20,do UCMAS,samadhi
1097,2025-05-13,9:21-10:30,Do anything like Watching drawing and More,samadhi
1098,2025-05-13,10:31-11:00,Do anything,samadhi
1099,2025-05-13,11:01-12:00,Maybe told to do homework or play outside.,samadhi
1100,2025-05-13,12:01-1:00,Eat,samadhi
1101,2025-05-13,1:01-2:00,eat if didn't eat from 12:01-1:00,samadhi
1102,2025-05-13,2:01-3:30,anything,samadhi
1103,2025-05-13,3:30-6:00,Home work,samadhi
1104,2025-05-13,6:01-7:30,Watch,samadhi
1105,2025-05-13,7:31-8:30,Dinner,samadhi
1106,2025-05-13,8:31-9:20,Try to sleep,samadhi
1107,2025-05-14,7:30-7:59,Woke up brushed made bed,samadhi
1108,2025-05-14,8:00-8:30,Go downstairs and eat breakfast,samadhi
1109,2025-05-14,8:31-9:00,Play,samadhi
1110,2025-05-14,9:01-9:20,do UCMAS,samadhi
1111,2025-05-14,9:21-10:30,Do anything like Watching drawing and More,samadhi
1112,2025-05-14,10:31-11:00,Do anything,samadhi
1113,2025-05-14,11:01-12:00,Maybe told to do homework or play outside.,samadhi
1114,2025-05-14,12:01-1:00,Eat,samadhi
1115,2025-05-14,1:01-2:00,eat if didn't eat from 12:01-1:00,samadhi
1116,2025-05-14,2:01-3:30,anything,samadhi
1117,2025-05-14,3:30-6:00,Home work,samadhi
1118,2025-05-14,6:01-7:30,Watch,samadhi
1119,2025-05-14,7:31-8:30,Dinner,samadhi
1120,2025-05-14,8:31-9:20,Try to sleep,samadhi
1121,2025-05-15,7:30-7:59,Woke up brushed made bed,samadhi
1122,2025-05-15,8:00-8:30,Go downstairs and eat breakfast,samadhi
1123,2025-05-15,8:31-9:00,Play,samadhi
1124,2025-05-15,9:01-9:20,do UCMAS,samadhi
1125,2025-05-15,9:21-10:30,Do anything like Watching drawing and More,samadhi
1126,2025-05-15,10:31-11:00,Do anything,samadhi
1127,2025-05-15,11:01-12:00,Maybe told to do homework or play outside.,samadhi
1128,2025-05-15,12:01-1:00,Eat,samadhi
1129,2025-05-15,1:01-2:00,eat if didn't eat from 12:01-1:00,samadhi
1130,2025-05-15,2:01-3:30,anything,samadhi
1131,2025-05-15,3:30-6:00,Home work,samadhi
1132,2025-05-15,6:01-7:30,Watch,samadhi
1133,2025-05-15,7:31-8:30,Dinner,samadhi
1134,2025-05-15,8:31-9:20,Try to sleep,samadhi
1135,2025-05-16,7:30-7:59,Woke up brushed made bed,samadhi
1136,2025-05-16,8:00-8:30,Go downstairs and eat breakfast,samadhi
1137,2025-05-16,8:31-9:00,Play,samadhi
1138,2025-05-16,9:01-9:20,do UCMAS,samadhi
1139,2025-05-16,9:21-10:30,Do anything like Watching drawing and More,samadhi
1140,2025-05-16,10:31-11:00,Do anything,samadhi
1141,2025-05-16,11:01-12:00,Maybe told to do homework or play outside.,samadhi
1142,2025-05-16,12:01-1:00,Eat,samadhi
1143,2025-05-16,1:01-2:00,eat if didn't eat from 12:01-1:00,samadhi
1144,2025-05-16,2:01-3:30,anything,samadhi
1145,2025-05-16,3:30-6:00,Home work,samadhi
1146,2025-05-16,6:01-7:30,Watch,samadhi
1147,2025-05-16,7:31-8:30,Dinner,samadhi
1148,2025-05-16,8:31-9:20,Try to sleep,samadhi
1149,2025-05-17,7:30-7:59,Woke up brushed made bed,samadhi
1150,2025-05-17,8:00-8:30,Go downstairs and eat breakfast,samadhi
1151,2025-05-17,8:31-9:00,Play,samadhi
1152,2025-05-17,9:01-9:20,do UCMAS,samadhi
1153,2025-05-17,9:21-10:30,Do anything like Watching drawing and More,samadhi
1154,2025-05-17,10:31-11:00,Do anything,samadhi
1155,2025-05-17,11:01-12:00,Maybe told to do homework or play outside.,samadhi
1156,2025-05-17,12:01-1:00,Eat,samadhi
1157,2025-05-17,1:01-2:00,eat if didn't eat from 12:01-1:00,samadhi
1158,2025-05-17,2:01-3:30,anything,samadhi
1159,2025-05-17,3:30-6:00,Home work,samadhi
1160,2025-05-17,6:01-7:30,Watch,samadhi
1161,2025-05-17,7:31-8:30,Dinner,samadhi
1162,2025-05-17,8:31-9:20,Try to sleep,samadhi
1163,2025-05-18,7:30-7:59,Woke up brushed made bed,samadhi
1164,2025-05-18,8:00-8:30,Go downstairs and eat breakfast,samadhi
1165,2025-05-18,8:31-9:00,Play,samadhi
1166,2025-05-18,9:01-9:20,do UCMAS,samadhi
1167,2025-05-18,9:21-10:30,Do anything like Watching drawing and More,samadhi
1168,2025-05-18,10:31-11:00,Do anything,samadhi
1169,2025-05-18,11:01-12:00,Maybe told to do homework or play outside.,samadhi
1170,2025-05-18,12:01-1:00,Eat,samadhi
1171,2025-05-18,1:01-2:00,eat if didn't eat from 12:01-1:00,samadhi
1172,2025-05-18,2:01-3:30,anything,samadhi
1173,2025-05-18,3:30-6:00,Home work,samadhi
1174,2025-05-18,6:01-7:30,Watch,samadhi
1175,2025-05-18,7:31-8:30,Dinner,samadhi
1176,2025-05-18,8:31-9:20,Try to sleep,samadhi
1177,2025-05-19,7:30-7:59,Woke up brushed made bed,samadhi
1178,2025-05-19,8:00-8:30,Go downstairs and eat breakfast,samadhi
1179,2025-05-19,8:31-9:00,Play,samadhi
1180,2025-05-19,9:01-9:20,do UCMAS,samadhi
1181,2025-05-19,9:21-10:30,Do anything like Watching drawing and More,samadhi
1182,2025-05-19,10:31-11:00,Do anything,samadhi
1183,2025-05-19,11:01-12:00,Maybe told to do homework or play outside.,samadhi
1184,2025-05-19,12:01-1:00,Eat,samadhi
1185,2025-05-19,1:01-2:00,eat if didn't eat from 12:01-1:00,samadhi
1186,2025-05-19,2:01-3:30,anything,samadhi
1187,2025-05-19,3:30-6:00,Home work,samadhi
1188,2025-05-19,6:01-7:30,Watch,samadhi
1189,2025-05-19,7:31-8:30,Dinner,samadhi
1190,2025-05-19,8:31-9:20,Try to sleep,samadhi
1191,2025-05-20,7:30-7:59,Woke up brushed made bed,samadhi
1192,2025-05-20,8:00-8:30,Go downstairs and eat breakfast,samadhi
1193,2025-05-20,8:31-9:00,Play,samadhi
1194,2025-05-20,9:01-9:20,do UCMAS,samadhi
1195,2025-05-20,9:21-10:30,Do anything like Watching drawing and More,samadhi
1196,2025-05-20,10:31-11:00,Do anything,samadhi
1197,2025-05-20,11:01-12:00,Maybe told to do homework or play outside.,samadhi
1198,2025-05-20,12:01-1:00,Eat,samadhi
1199,2025-05-20,1:01-2:00,eat if didn't eat from 12:01-1:00,samadhi
1200,2025-05-20,2:01-3:30,anything,samadhi
1201,2025-05-20,3:30-6:00,Home work,samadhi
1202,2025-05-20,6:01-7:30,Watch,samadhi
1203,2025-05-20,7:31-8:30,Dinner,samadhi
1204,2025-05-20,8:31-9:20,Try to sleep,samadhi
1205,2025-05-21,7:30-7:59,Woke up brushed made bed,samadhi
1206,2025-05-21,8:00-8:30,Go downstairs and eat breakfast,samadhi
1207,2025-05-21,8:31-9:00,Play,samadhi
1208,2025-05-21,9:01-9:20,do UCMAS,samadhi
1209,2025-05-21,9:21-10:30,Do anything like Watching drawing and More,samadhi
1210,2025-05-21,10:31-11:00,Do anything,samadhi
1211,2025-05-21,11:01-12:00,Maybe told to do homework or play outside.,samadhi
1212,2025-05-21,12:01-1:00,Eat,samadhi
1213,2025-05-21,1:01-2:00,eat if didn't eat from 12:01-1:00,samadhi
1214,2025-05-21,2:01-3:30,anything,samadhi
1215,2025-05-21,3:30-6:00,Home work,samadhi
1216,2025-05-21,6:01-7:30,Watch,samadhi
1217,2025-05-21,7:31-8:30,Dinner,samadhi
1218,2025-05-21,8:31-9:20,Try to sleep,samadhi
1219,2025-05-22,7:30-7:59,Woke up brushed made bed,samadhi
1220,2025-05-22,8:00-8:30,Go downstairs and eat breakfast,samadhi
1221,2025-05-22,8:31-9:00,Play,samadhi
1222,2025-05-22,9:01-9:20,do UCMAS,samadhi
1223,2025-05-22,9:21-10:30,Do anything like Watching drawing and More,samadhi
1224,2025-05-22,10:31-11:00,Do anything,samadhi
1225,2025-05-22,11:01-12:00,Maybe told to do homework or play outside.,samadhi
1226,2025-05-22,12:01-1:00,Eat,samadhi
1227,2025-05-22,1:01-2:00,eat if didn't eat from 12:01-1:00,samadhi
1228,2025-05-22,2:01-3:30,anything,samadhi
1229,2025-05-22,3:30-6:00,Home work,samadhi
1230,2025-05-22,6:01-7:30,Watch,samadhi
1231,2025-05-22,7:31-8:30,Dinner,samadhi
1232,2025-05-22,8:31-9:20,Try to sleep,samadhi
1233,2025-05-23,7:30-7:59,Woke up brushed made bed,samadhi
1234,2025-05-23,8:00-8:30,Go downstairs and eat breakfast,samadhi
1235,2025-05-23,8:31-9:00,Play,samadhi
1236,2025-05-23,9:01-9:20,do UCMAS,samadhi
1237,2025-05-23,9:21-10:30,Do anything like Watching drawing and More,samadhi
1238,2025-05-23,10:31-11:00,Do anything,samadhi
1239,2025-05-23,11:01-12:00,Maybe told to do homework or play outside.,samadhi
1240,2025-05-23,12:01-1:00,Eat,samadhi
1241,2025-05-23,1:01-2:00,eat if didn't eat from 12:01-1:00,samadhi
1242,2025-05-23,2:01-3:30,anything,samadhi
1243,2025-05-23,3:30-6:00,Home work,samadhi
1244,2025-05-23,6:01-7:30,Watch,samadhi
1245,2025-05-23,7:31-8:30,Dinner,samadhi
1246,2025-05-23,8:31-9:20,Try to sleep,samadhi
1247,2025-05-24,7:30-7:59,Woke up brushed made bed,samadhi
1248,2025-05-24,8:00-8:30,Go downstairs and eat breakfast,samadhi
1249,2025-05-24,8:31-9:00,Play,samadhi
1250,2025-05-24,9:01-9:20,do UCMAS,samadhi
1251,2025-05-24,9:21-10:30,Do anything like Watching drawing and More,samadhi
1252,2025-05-24,10:31-11:00,Do anything,samadhi
1253,2025-05-24,11:01-12:00,Maybe told to do homework or play outside.,samadhi
1254,2025-05-24,12:01-1:00,Eat,samadhi
1255,2025-05-24,1:01-2:00,eat if didn't eat from 12:01-1:00,samadhi
1256,2025-05-24,2:01-3:30,anything,samadhi
1257,2025-05-24,3:30-6:00,Home work,samadhi
1258,2025-05-24,6:01-7:30,Watch,samadhi
1259,2025-05-24,7:31-8:30,Dinner,samadhi
1260,2025-05-24,8:31-9:20,Try to sleep,samadhi
1261,2025-05-25,7:30-7:59,Woke up brushed made bed,samadhi
1262,2025-05-25,8:00-8:30,Go downstairs and eat breakfast,samadhi
1263,2025-05-25,8:31-9:00,Play,samadhi
1264,2025-05-25,9:01-9:20,do UCMAS,samadhi
1265,2025-05-25,9:21-10:30,Do anything like Watching drawing and More,samadhi
1266,2025-05-25,10:31-11:00,Do anything,samadhi
1267,2025-05-25,11:01-12:00,Maybe told to do homework or play outside.,samadhi
1268,2025-05-25,12:01-1:00,Eat,samadhi
1269,2025-05-25,1:01-2:00,eat if didn't eat from 12:01-1:00,samadhi
1270,2025-05-25,2:01-3:30,anything,samadhi
1271,2025-05-25,3:30-6:00,Home work,samadhi
1272,2025-05-25,6:01-7:30,Watch,samadhi
1273,2025-05-25,7:31-8:30,Dinner,samadhi
1274,2025-05-25,8:31-9:20,Try to sleep,samadhi
1275,2025-05-26,7:30-7:59,Woke up brushed made bed,samadhi
1276,2025-05-26,8:00-8:30,Go downstairs and eat breakfast,samadhi
1277,2025-05-26,8:31-9:00,Play,samadhi
1278,2025-05-26,9:01-9:20,do UCMAS,samadhi
1279,2025-05-26,9:21-10:30,Do anything like Watching drawing and More,samadhi
1280,2025-05-26,10:31-11:00,Do anything,samadhi
1281,2025-05-26,11:01-12:00,Maybe told to do homework or play outside.,samadhi
1282,2025-05-26,12:01-1:00,Eat,samadhi
1283,2025-05-26,1:01-2:00,eat if didn't eat from 12:01-1:00,samadhi
1284,2025-05-26,2:01-3:30,anything,samadhi
1285,2025-05-26,3:30-6:00,Home work,samadhi
1286,2025-05-26,6:01-7:30,Watch,samadhi
1287,2025-05-26,7:31-8:30,Dinner,samadhi
1288,2025-05-26,8:31-9:20,Try to sleep,samadhi
1289,2025-05-27,7:30-7:59,Woke up brushed made bed,samadhi
1290,2025-05-27,8:00-8:30,Go downstairs and eat breakfast,samadhi
1291,2025-05-27,8:31-9:00,Play,samadhi
1292,2025-05-27,9:01-9:20,do UCMAS,samadhi
1293,2025-05-27,9:21-10:30,Do anything like Watching drawing and More,samadhi
1294,2025-05-27,10:31-11:00,Do anything,samadhi
1295,2025-05-27,11:01-12:00,Maybe told to do homework or play outside.,samadhi
1296,2025-05-27,12:01-1:00,Eat,samadhi
1297,2025-05-27,1:01-2:00,eat if didn't eat from 12:01-1:00,samadhi
1298,2025-05-27,2:01-3:30,anything,samadhi
1299,2025-05-27,3:30-6:00,Home work,samadhi
1300,2025-05-27,6:01-7:30,Watch,samadhi
1301,2025-05-27,7:31-8:30,Dinner,samadhi
1302,2025-05-27,8:31-9:20,Try to sleep,samadhi
1303,2025-05-28,7:30-7:59,Woke up brushed made bed,samadhi
1304,2025-05-28,8:00-8:30,Go downstairs and eat breakfast,samadhi
1305,2025-05-28,8:31-9:00,Play,samadhi
1306,2025-05-28,9:01-9:20,do UCMAS,samadhi
